Latitude,Longitude,Sample Date,t500_static_NDVI,t500_static_NDBI,t500_static_BSI,t500_std_NDVI,t500_std_BSI,t2k_static_NDVI,t2k_static_NDBI,t2k_static_BSI,t2k_static_NDWI,t2k_static_NDMI,t2k_std_NDVI,t2k_std_NDWI,t2k_std_BSI,t2k_std_NDMI,t8k_static_NDVI,t8k_static_NDBI,t8k_static_NDWI,t8k_static_NDMI,t8k_std_NDWI,t8k_std_NDMI,t2k_has_urban_sig_ec,t2k_has_urban_sig_drp,t2k_has_mine_sig_ec,t2k_has_mine_sig_drp,t2k_has_farm_sig_ec,t2k_has_farm_sig_drp,t8k_has_urban_sig_ec,t8k_has_urban_sig_drp,t8k_has_mine_sig_ec,t8k_has_mine_sig_drp,t8k_has_farm_sig_ec,t8k_has_farm_sig_drp,t500_90d_NDVI_anomaly,t500_90d_BSI_anomaly,t500_90d_NDVI_1st_diff,t2k_90d_NDVI_anomaly,t2k_90d_NDWI_anomaly,t2k_90d_BSI_anomaly,t2k_90d_NDMI_anomaly,t8k_90d_NDWI_anomaly,t8k_90d_NDMI_anomaly
-30.568333,29.422778,2011-01-19,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,1.1867511220850715,-1.3490874872032177,0.2888823741457458,0.4565835586403558,-0.02790811058459425,-0.40305904835587,0.6084440908685205,-0.20286169177815927,0.7384972241332293
-30.568333,29.422778,2011-02-15,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,1.1867511220850715,-1.3490874872032177,0.2888823741457458,0.4565835586403558,-0.02790811058459425,-0.40305904835587,0.6084440908685205,-0.20286169177815927,0.7384972241332293
-30.568333,29.422778,2011-03-09,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,-0.79446156849202,-0.44765037639993016,-0.19339012182292742,0.08701074758689331,0.3889599514371266,-0.7819872782064426,0.8975934370043224,0.37183555863732937,0.7691462837613104
-30.568333,29.422778,2011-04-12,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,0.1376687445303788,-0.701157963118491,0.03351172206665004,0.6241339478551211,-0.18038220180152623,-0.7381467702848853,1.0030532076501188,-0.3502173026881578,1.0466860151936546
-30.568333,29.422778,2011-05-11,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,-0.4162652397140023,-0.008475219603326617,-0.10132848285127538,-0.27970599567064497,0.5323222946489787,0.1252950691701979,-0.027189466532215312,0.6640624590114761,0.1342904135348897
-30.568333,29.422778,2011-06-04,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,0.33924354384043875,0.7116766078384668,0.08257963993837047,0.14698847590291622,-0.03755259705316258,0.5826211799450773,-0.32963082362927726,-0.16030307802847066,-0.14631515873826334
-30.568333,29.422778,2011-06-29,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,-0.032467336389850235,1.569025794268617,-0.007903292479732038,-0.308191814089982,0.28209607143204224,1.0158367876242325,-0.748292990749698,0.13689638727490952,-0.5053790327498157
-30.568333,29.422778,2011-08-11,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,-0.838580427668642,0.8144877414808712,-0.20412966151778078,-0.5181051196291713,0.47238335936205056,1.1105107757006731,-0.9742897844828183,0.33729554032771636,-0.8744672359708748
-30.568333,29.422778,2011-09-07,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,0.003303194226108211,1.620547808099254,0.0008040730466098989,-0.38778006153095296,0.4331499917621451,1.1354392051330984,-1.0101982043427689,0.3010678110135049,-0.968299885474902
-30.568333,29.422778,2011-09-27,0.31587250282288315,0.006853552206282668,0.024307636604288623,0.2434228783533961,0.10879920515284831,0.3128383689509561,0.0022797102687846125,0.023622164289145955,-0.4122997594916297,-0.002268665407672828,0.2256211754332945,0.24068442272087115,0.09833473877142551,0.10068490619804198,0.2811079252910703,0.0026173171971949935,-0.3832994295666957,-0.0030162280843658864,0.24258390629530177,0.10106656034082122,0.00029380524914175476,0.0002743206330120738,0.00034149317390587603,0.00034990958525417024,0.2886843029934749,0.29739436916953127,0.0003184620120008181,0.00035500950106130767,0.0004719943266030506,0.0005105134451518775,0.24084497278005826,0.25474330798397443,-0.3202899620059675,0.33958496018038614,-0.07796590449122148,-0.22787860192831785,0.4489882269118919,0.23314768929696705,-0.11251654731919314,0.34341988754218544,-0.35313934656535306
